i	locus_tag	protein_id	gene	match_locus_tag	match_protein_id	match_gene	BBH	HIT
3250	EO946_RS12535	WP_003226297.1	NA	BSU_24790	NP_390359.1	yqgX	1	4
3251	EO946_RS12530	WP_003226300.1	NA	BSU_24780	NP_390358.1	yqgY	1	1
3252	EO946_RS12525	WP_003226302.1	NA	BSU_24770	NP_390357.2	mgsR	1	3
3253	EO946_RS12515	WP_003226304.1	NA	BSU_24760	NP_390356.2	rsbRD	1	3
3254	EO946_RS12505	WP_003226308.1	NA	BSU_24740	NP_390354.1	yqxL	1	2
3255	EO946_RS12490	WP_003226312.1	comGA	BSU_24730	NP_390353.1	comGA	1	1
3256	EO946_RS12485	WP_003226315.1	NA	BSU_24720	NP_390352.1	comGB	1	1
3257	EO946_RS12480	WP_003226319.1	NA	BSU_24710	NP_390351.1	comGC	1	1
3258	EO946_RS12475	WP_003226321.1	NA	BSU_24700	NP_390350.1	comGD	1	1
3259	EO946_RS12470	WP_003226323.1	NA	BSU_24690	NP_390349.1	comGE	1	1
3260	EO946_RS12460	WP_003226328.1	NA	BSU_24670	NP_390347.1	comGG	1	1
3261	EO946_RS12455	WP_003226330.1	NA	BSU_24660	NP_390346.2	spoIIT	1	1
3262	EO946_RS12445	WP_003226335.1	tapA	BSU_24640	NP_390344.1	tapA	1	1
3263	EO946_RS12440	WP_003226338.1	NA	BSU_24630	NP_390343.1	sipW	1	1
3264	EO946_RS12435	WP_003226340.1	NA	BSU_24620	NP_390342.1	tasA	1	1
3265	EO946_RS12430	WP_003226345.1	NA	BSU_24610	NP_390341.1	sinR	1	4
3266	EO946_RS12425	WP_003226347.1	sinI	BSU_24600	NP_390340.1	sinI	1	1
3267	EO946_RS12415	WP_003226349.1	NA	BSU_24590	NP_390339.1	yqhG	1	1
3268	EO946_RS12410	WP_003226350.1	NA	BSU_24580	NP_390338.1	yqhH	1	2
3269	EO946_RS12405	WP_003226353.1	gcvT	BSU_24570	NP_390337.2	gcvT	1	1
3270	EO946_RS12400	WP_003226355.1	NA	BSU_24560	NP_390336.2	gcvPA	1	2
3271	EO946_RS12395	WP_003226357.1	NA	BSU_24550	NP_390335.1	gcvPB	1	2
3272	EO946_RS12390	WP_003226359.1	NA	BSU_24540	NP_390334.2	yqhL	1	1
3273	EO946_RS12385	WP_003226361.1	NA	BSU_24530	NP_390333.1	lipM	1	2
3274	EO946_RS12380	WP_003226362.1	mntR	BSU_24520	NP_390332.2	mntR	1	1
3275	EO946_RS12375	WP_003226364.1	NA	BSU_24510	NP_390331.1	yqhO	1	2
3276	EO946_RS12370	WP_003226367.1	NA	BSU_24500	NP_390330.1	yqhP	1	1
3277	EO946_RS12365	WP_003226369.1	NA	BSU_24490	NP_390329.2	yqhQ	1	1
3278	EO946_RS12355	WP_003226373.1	aroQ	BSU_24470	NP_390327.1	yqhS	1	1
3279	EO946_RS12350	WP_003226375.1	NA	BSU_24460	NP_390326.1	papA	1	2
3280	EO946_RS12345	WP_003226377.1	efp	BSU_24450	NP_390325.2	efp	1	1
3281	EO946_RS12340	WP_003226379.1	NA	BSU_24440	NP_390324.1	yqhV	1	1
3282	EO946_RS12335	WP_003226381.1	spoIIIAA	BSU_24430	NP_390323.1	spoIIIAA	1	1
3283	EO946_RS12330	WP_003226383.1	NA	BSU_24420	NP_390322.1	spoIIIAB	1	1
3284	EO946_RS12315	WP_003226386.1	spoIIIAE	BSU_24390	NP_390319.2	spoIIIAE	1	1
3285	EO946_RS12310	WP_003226389.1	spoIIIAF	BSU_24380	NP_390318.1	spoIIIAF	1	1
3286	EO946_RS12305	WP_003226391.1	spoIIIAG	BSU_24370	NP_390317.2	spoIIIAG	1	1
3287	EO946_RS12300	WP_003226393.1	NA	BSU_24360	NP_390316.2	spoIIIAH	1	1
3288	EO946_RS12295	WP_003226394.1	accB	BSU_24350	NP_390315.1	accB	1	1
3289	EO946_RS12290	WP_003226396.1	accC	BSU_24340	NP_390314.2	accC	1	5
3290	EO946_RS12285	WP_003226398.1	NA	BSU_24330	NP_390313.2	yqhY	1	2
3291	EO946_RS12280	WP_003226401.1	nusB	BSU_24320	NP_390312.2	nusB	1	2
3292	EO946_RS12275	WP_003226403.1	folD	BSU_24310	NP_390311.1	folD	1	1
3293	EO946_RS12270	WP_003226406.1	NA	BSU_24300	NP_390310.2	xseA	1	1
3294	EO946_RS12265	WP_003226409.1	NA	BSU_24290	NP_390309.2	xseB	1	1
3295	EO946_RS12260	WP_003226410.1	NA	BSU_24280	NP_390308.2	ispA	1	2
3296	EO946_RS12255	WP_003226415.1	NA	BSU_24270	NP_390307.1	dxs	1	1
3297	EO946_RS12250	WP_003226418.1	NA	BSU_24260	NP_390306.2	yqxC	1	1
3298	EO946_RS12245	WP_003226420.1	argR	BSU_24250	NP_390305.1	argR	1	1
3299	EO946_RS12240	WP_003226422.1	recN	BSU_24240	NP_390304.2	recN	1	1
3300	EO946_RS12235	WP_003226424.1	spoIVB	BSU_24230	NP_390303.2	spoIVB	1	1
3301	EO946_RS12225	WP_003226427.1	spo0A	BSU_24220	NP_390302.1	spo0A	1	2
3302	EO946_RS12220	WP_003226431.1	NA	BSU_24210	NP_390301.1	yqiG	1	2
3303	EO946_RS12215	WP_003226433.1	NA	BSU_24205	YP_009513977.1	NA	1	1
3304	EO946_RS12200	WP_003226439.1	NA	BSU_24180	NP_390298.2	glpQ	1	3
3305	EO946_RS12195	WP_003226442.1	NA	BSU_24170	NP_390297.1	mmgA	1	3
3306	EO946_RS12190	WP_003226443.1	NA	BSU_24160	NP_390296.2	mmgB	1	2
3307	EO946_RS12185	WP_003226445.1	NA	BSU_24150	NP_390295.2	mmgC	1	5
3308	EO946_RS12180	WP_003226447.1	mmgD	BSU_24140	NP_390294.1	mmgD	1	3
3309	EO946_RS12175	WP_003226449.1	NA	BSU_24130	NP_390293.2	mmgE	1	1
3310	EO946_RS12170	WP_003226451.1	prpB	BSU_24120	NP_390292.1	mmgF	1	1
3311	EO946_RS12165	WP_003226453.1	NA	BSU_24110	NP_390291.1	yqzF	1	1
3312	EO946_RS12160	WP_003226456.1	NA	BSU_24100	NP_390290.1	bkdR	1	1
3313	EO946_RS12155	WP_003226458.1	yqiS	BSU_24090	NP_390289.2	ptb	1	2
3314	EO946_RS12150	WP_003226460.1	NA	BSU_24080	NP_390288.1	bcd	1	3
3315	EO946_RS12140	WP_003226465.1	lpdA	BSU_24060	NP_390286.2	lpdV	1	3
3316	EO946_RS12135	WP_003226467.1	bfmBAA	BSU_24050	NP_390285.1	bkdAA	1	3
3317	EO946_RS12130	WP_003226469.1	NA	BSU_24040	NP_390284.1	bkdAB	1	4
3318	EO946_RS12125	WP_003226471.1	NA	BSU_24030	NP_390283.1	bkdB	1	4
3319	EO946_RS12120	WP_003226472.1	bmrR	BSU_24020	NP_390282.2	bmrR	1	1
3320	EO946_RS12115	WP_003226474.1	bmr	BSU_24010	NP_390281.2	bmr	1	12
3321	EO946_RS12110	WP_003226475.1	NA	BSU_24000	NP_390280.2	bmrU	1	3
3322	EO946_RS12105	WP_003226477.1	NA	BSU_23990	NP_390279.1	brxB	1	2
3323	EO946_RS12100	WP_003226480.1	artP	BSU_23980	NP_390278.1	artP	1	7
3324	EO946_RS12095	WP_003226481.1	NA	BSU_23970	NP_390277.1	artQ	1	9
3325	EO946_RS12090	WP_003226483.1	NA	BSU_23960	NP_390276.1	artR	1	85
3326	EO946_RS12085	WP_003226485.1	NA	BSU_23950	NP_390275.2	yqjA	1	2
3327	EO946_RS12080	WP_003226487.1	NA	BSU_23940	NP_390274.1	yqjB	1	2
3328	EO946_RS12075	WP_003226491.1	mce	BSU_23930	NP_390273.2	yqjC	1	2
3329	EO946_RS12065	WP_003226495.1	NA	BSU_23910	NP_390271.2	yqjE	1	3
3330	EO946_RS12060	WP_003226497.1	NA	BSU_23900	NP_390270.3	yqjF	1	1
3331	EO946_RS12055	WP_003226499.1	yidC	BSU_23890	NP_390269.1	oxaAB	1	2
3332	EO946_RS12045	WP_003226504.1	NA	BSU_23870	NP_390268.2	polYA	1	3
3333	EO946_RS12040	WP_003226506.1	gndA	BSU_23860	NP_390267.2	gndA	1	3
3334	EO946_RS12035	WP_003226507.1	NA	BSU_23850	NP_390266.2	zwf	1	1
3335	EO946_RS12030	WP_003226509.1	NA	BSU_23840	NP_390265.1	rnz	1	2
3336	EO946_RS12025	WP_003226511.1	rpmG	BSU_24900	NP_570908.2	rpmGA	0	2
3337	EO946_RS12015	WP_003226515.1	NA	BSU_23830	NP_390264.1	yqjL	1	1
3338	EO946_RS12010	WP_003226517.1	namA	BSU_23820	NP_390263.1	yqjM	1	2
3339	EO946_RS12005	WP_003226519.1	NA	BSU_23810	NP_390262.2	yqjN	1	2
3340	EO946_RS12000	WP_003226521.1	proC	BSU_23800	NP_390261.1	proI	1	4
3341	EO946_RS11995	WP_003226523.1	NA	BSU_23790	NP_390260.1	yqjP	1	1
3342	EO946_RS11990	WP_003226525.1	NA	BSU_23780	NP_390259.1	yqjQ	1	20
3343	EO946_RS11985	WP_003226527.1	dsdA	BSU_23770	NP_390258.2	dsdA	1	1
3344	EO946_RS11980	WP_003226529.1	coaA	BSU_23760	NP_390257.2	coaA	1	1
3345	EO946_RS11975	WP_003226531.1	NA	BSU_23750	NP_390256.1	yqjT	1	2
3346	EO946_RS11970	WP_003226535.1	NA	BSU_23730	NP_390254.2	yqjV	1	5
3348	EO946_RS11960	WP_003226541.1	NA	BSU_23720	NP_390253.1	yqzH	1	1
3349	EO946_RS11950	WP_003226544.1	NA	BSU_23700	NP_390251.1	yqjX	1	2
3350	EO946_RS11945	WP_003226546.1	NA	BSU_23690	NP_390250.1	yqjY	1	1
3351	EO946_RS11930	WP_003226552.1	NA	BSU_23660	NP_390247.1	yqkB	1	1
3352	EO946_RS11925	WP_003226554.1	NA	BSU_23650	NP_390246.1	yqkC	1	1
3354	EO946_RS11915	WP_003226558.1	rodA	BSU_15210	NP_389404.1	spoVE	0	3
3355	EO946_RS11910	WP_003226561.1	ftsW	BSU_14850	NP_389368.1	ftsW	0	3
3356	EO946_RS11900	WP_003226567.1	NA	BSU_23630	NP_390244.1	yqkE	1	1
3357	EO946_RS11895	WP_003226569.1	NA	BSU_23620	NP_390243.1	yqkF	1	6
3358	EO946_RS11890	WP_003226571.1	mciZ	BSU_23616	YP_009513976.1	mciZ	1	1
3359	EO946_RS11885	WP_003226573.1	NA	BSU_23610	NP_390242.1	nudF	1	1
3360	EO946_RS03265	WP_003226595.1	NA	BSU_12490	NP_389131.2	xpdC	0	3
3361	EO946_RS03260	WP_003226596.1	NA	BSU_05880	NP_388469.2	gmuG	1	1
3362	EO946_RS03255	WP_003226598.1	manA	BSU_05870	NP_388468.1	gmuF	1	3
3363	EO946_RS03250	WP_003226601.1	NA	BSU_05860	NP_388467.1	gmuE	1	3
3364	EO946_RS03245	WP_003226604.1	NA	BSU_05850	NP_388466.1	gmuR	1	7
3365	EO946_RS03240	WP_003226607.1	NA	BSU_05840	NP_388465.1	gmuD	1	4
3366	EO946_RS03235	WP_003226609.1	celB	BSU_05830	NP_388464.1	gmuC	1	3
3367	EO946_RS03230	WP_003226611.1	NA	BSU_05820	NP_388463.2	gmuA	1	2
3368	EO946_RS03225	WP_003226613.1	NA	BSU_05810	NP_388462.1	gmuB	1	2
3369	EO946_RS03220	WP_003226615.1	NA	BSU_05800	NP_388461.2	pbuE	1	9
3370	EO946_RS03215	WP_003226617.1	NA	BSU_05790	NP_388460.1	ydhK	1	1
3371	EO946_RS03210	WP_003226619.1	NA	BSU_05780	NP_388459.1	ydhJ	1	1
3372	EO946_RS03200	WP_003226624.1	NA	BSU_05760	NP_388457.1	ydhH	1	2
3373	EO946_RS03195	WP_003226626.1	NA	BSU_05740	NP_388455.2	phoB	1	2
3374	EO946_RS03190	WP_003226629.1	NA	BSU_05730	NP_388454.1	ydhF	1	1
3375	EO946_RS09660	WP_003226639.1	NA	BSU_21510	NP_390034.1	yolD	1	2
3376	EO946_RS09655	WP_003226641.1	NA	BSU_39840	NP_391863.2	yxbG	0	29
3377	EO946_RS19470	WP_003227330.1	NA	BSU_38499	YP_003097795.1	ywzH	1	1
3378	EO946_RS19240	WP_003227411.1	ywcE	BSU_38130	NP_391692.1	ywcE	1	1
3379	EO946_RS18735	WP_003227621.1	spo0F	BSU_37130	NP_391594.1	spo0F	1	27
3380	EO946_RS12775	WP_003230053.1	NA	BSU_25289	YP_003097761.1	yqzL	1	1
3381	EO946_RS12320	WP_003230228.1	spoIIIAD	BSU_24400	NP_390320.1	spoIIIAD	1	1
3382	EO946_RS11040	WP_003230761.1	NA	BSU_22019	YP_003097753.1	ypzF	1	1
3383	EO946_RS08630	WP_003238544.1	fliE	BSU_16200	NP_389502.1	fliE	1	1
3384	EO946_RS20500	WP_003244363.1	walR	BSU_40410	NP_391921.1	walR	1	14
3385	EO946_RS09555	WP_003244964.1	NA	BSU_18019	YP_003097732.1	ynzL	1	1
3386	EO946_RS05385	WP_003327753.1	yhzE1	BSU_09958	YP_003097699.1	sscA	1	2
3387	EO946_RS11125	WP_010327933.1	NA	BSU_22169	YP_003097754.1	ypzG	1	1
3388	EO946_RS07565	WP_010886502.1	abbA	BSU_14120	NP_389295.1	abbA	1	1
3389	EO946_RS11425	WP_010886554.1	NA	BSU_22730	NP_390154.1	ndk	1	1
3390	EO946_RS14300	WP_010886591.1	infC	BSU_28870	NP_390765.1	infC	1	1
3391	EO946_RS18345	WP_010886628.1	NA	BSU_36430	NP_391524.1	usd	1	1
3392	EO946_RS00100	WP_013307891.1	NA	BSU_00140	NP_387895.1	dck	1	2
3393	EO946_RS00840	WP_013307895.1	NA	BSU_01389	YP_003097669.1	ybzG	1	1
3394	EO946_RS01055	WP_013307897.1	NA	BSU_01640	NP_388045.1	btr	1	1
3395	EO946_RS01165	WP_013307898.1	NA	BSU_01845	NP_388065.2	ybcC	1	1
3397	EO946_RS01685	WP_013307907.1	NA	BSU_02810	NP_388163.1	cwlK	1	1
3398	EO946_RS01900	WP_013307912.1	NA	BSU_03240	NP_388206.1	ycgQ	1	1
3399	EO946_RS02980	WP_013307921.1	NA	BSU_14240	NP_389307.1	rok	0	1
3400	EO946_RS03160	WP_013307925.1	NA	BSU_05680	NP_388449.1	ydgK	1	3
3401	EO946_RS03400	WP_013307928.1	NA	BSU_06170	NP_388498.1	ydjE	1	5
3402	EO946_RS03890	WP_013307934.1	NA	BSU_07090	NP_388590.2	yetA	1	1
3403	EO946_RS04140	WP_013307940.1	NA	BSU_07640	NP_388645.1	acyP	1	1
3404	EO946_RS04155	WP_013307941.1	NA	BSU_07670	NP_388648.1	yflI	1	1
3405	EO946_RS04855	WP_013307944.1	NA	BSU_08920	NP_388773.1	yhbB	1	1
3406	EO946_RS05060	WP_013307947.1	NA	BSU_09330	NP_388814.1	yhcZ	1	12
3407	EO946_RS05100	WP_013307948.1	NA	BSU_09410	NP_388822.2	phoA	1	2
3408	EO946_RS05400	WP_013307950.1	NA	BSU_09965	NP_388878.2	yhaJ	1	1
3409	EO946_RS05560	WP_013307953.1	NA	BSU_10280	NP_388909.1	yhfM	1	1
3410	EO946_RS05765	WP_013307955.1	NA	BSU_10680	NP_388949.1	gerPE	1	1
3411	EO946_RS05860	WP_013307956.1	NA	BSU_10870	NP_388967.1	yisU	1	1
3412	EO946_RS06260	WP_013307959.1	tenI	BSU_11660	NP_389048.1	tenI	1	1
3413	EO946_RS06495	WP_013307961.1	NA	BSU_12100	NP_389092.1	pdaC	1	1
3414	EO946_RS06660	WP_013307962.1	NA	BSU_12420	NP_389124.1	yjoB	1	1
3415	EO946_RS06815	WP_013307966.1	NA	BSU_12680	NP_389150.2	xkdO	1	2
3417	EO946_RS08040	WP_013307974.1	ylbJ	BSU_15030	NP_389386.1	spoVV	1	1
3418	EO946_RS08105	WP_013307975.1	NA	BSU_15160	NP_389399.2	pbpB	1	4
3419	EO946_RS08390	WP_013307976.1	NA	BSU_15730	NP_389455.1	fmt	1	1
3420	EO946_RS08490	WP_013307977.1	rncS	BSU_15930	NP_389475.1	rnc	1	1
3421	EO946_RS09635	WP_013307989.1	NA	BSU_18190	NP_389701.1	yngC	1	3
3422	EO946_RS11175	WP_013308008.1	NA	BSU_22240	NP_390106.1	ypqA	1	1
3423	EO946_RS11600	WP_013308010.1	NA	BSU_23070	NP_390188.2	serA	1	1
3424	EO946_RS11905	WP_013308015.1	NA	BSU_23640	NP_390245.1	yqkD	1	1
3425	EO946_RS11935	WP_013308016.1	NA	BSU_23670	NP_390248.1	yqkA	1	1
3426	EO946_RS12145	WP_013308018.1	NA	BSU_24070	NP_390287.2	buk	1	1
3427	EO946_RS13300	WP_013308024.1	NA	BSU_27020	NP_390580.2	sufL	1	2
3428	EO946_RS14335	WP_013308029.1	NA	BSU_28940	NP_390772.2	ysaA	1	1
3429	EO946_RS14590	WP_013308030.1	NA	BSU_29560	NP_390834.2	ytcI	1	32
3430	EO946_RS14635	WP_013308031.1	NA	BSU_29650	NP_390843.1	dgcP	1	1
3431	EO946_RS14835	WP_013308033.1	NA	BSU_30050	NP_390883.1	murJ	1	3
3432	EO946_RS15010	WP_013308036.1	NA	BSU_30400	NP_390918.1	bceR	1	14
3433	EO946_RS15440	WP_013308037.1	thiT	BSU_30990	NP_390977.1	thiT	1	1
3434	EO946_RS15495	WP_013308038.1	NA	BSU_31100	NP_390988.1	ktrB	1	2
3435	EO946_RS15575	WP_013308039.1	NA	BSU_31250	NP_391003.1	tlpA	1	5
3436	EO946_RS15615	WP_013308040.1	NA	BSU_31300	NP_391008.2	yugS	1	5
3437	EO946_RS16025	WP_013308043.1	guaC	BSU_32130	NP_391093.2	guaC	1	2
3438	EO946_RS16665	WP_013308049.1	NA	BSU_33239	YP_003097788.1	yvrJ	1	1
3439	EO946_RS16785	WP_013308051.1	NA	BSU_33450	NP_391225.1	helD	1	1
3440	EO946_RS17790	WP_013308058.1	NA	BSU_35450	NP_391425.2	comFC	1	1
3441	EO946_RS17995	WP_013308059.1	NA	BSU_35780	NP_391459.1	lytD	1	1
3442	EO946_RS18125	WP_013308061.1	NA	BSU_36070	NP_391488.1	cotG	1	1
3443	EO946_RS18320	WP_013308065.1	NA	BSU_36380	NP_391519.1	rapD	1	10
3444	EO946_RS18370	WP_013308066.1	NA	BSU_36480	NP_391529.1	ywoD	1	9
3445	EO946_RS18395	WP_013308068.1	NA	BSU_36530	NP_391534.1	bcrC	1	1
3446	EO946_RS18675	WP_013308071.1	NA	BSU_37020	NP_391583.1	ywkD	1	2
3447	EO946_RS18710	WP_013308072.1	NA	BSU_37089	YP_009514010.1	NA	1	1
3448	EO946_RS19500	WP_013308082.1	NA	BSU_38550	NP_391734.2	ilvK	1	2
3449	EO946_RS19920	WP_013308087.1	NA	BSU_39250	NP_391804.1	yxiE	1	2
3450	EO946_RS20440	WP_013308091.1	NA	BSU_40300	NP_391910.1	rapG	1	10
3451	EO946_RS20475	WP_013308092.1	NA	BSU_40360	NP_391916.1	htrC	1	3
3452	EO946_RS03440	WP_014112896.1	NA	BSU_06250	NP_388506.1	walM	1	1
3453	EO946_RS05535	WP_014113258.1	NA	BSU_10230	NP_388904.1	yhfH	1	1
3454	EO946_RS07995	WP_014113688.1	NA	BSU_14940	NP_389377.1	ylbA	1	1
3455	EO946_RS11155	WP_014114173.1	NA	BSU_22205	YP_009513975.1	NA	1	1
3456	EO946_RS13400	WP_014114589.1	NA	BSU_27185	YP_009513991.1	NA	1	1
3457	EO946_RS16500	WP_014115097.1	NA	BSU_32930	NP_391172.1	yusU	1	1
3458	EO946_RS07005	WP_014476577.1	NA	BSU_13030	NP_389186.2	ykhA	1	1
3459	EO946_RS11320	WP_014906417.1	NA	BSU_22530	NP_390134.1	ypjA	1	1
3460	EO946_RS10250	WP_019258603.1	NA	BSU_18920	NP_389773.1	phrK	1	1
3461	EO946_RS06195	WP_019713977.1	NA	BSU_11549	YP_003097703.1	yizD	1	1
3462	EO946_RS09255	WP_019714490.1	spoVK	BSU_17420	NP_389624.2	spoVK	1	1
3463	EO946_RS02630	WP_020861274.1	NA	BSU_04600	NP_388341.1	ydbT	1	1
3464	EO946_RS09505	WP_024121579.1	NA	BSU_17920	NP_389675.1	spo0D	1	1
3465	EO946_RS10130	WP_032727201.1	NA	BSU_08320	NP_388713.1	bifM	0	1
3466	EO946_RS09670	WP_032727205.1	NA	BSU_18200	NP_389702.1	nrnB	1	1
3467	EO946_RS09600	WP_032727206.1	parC	BSU_18100	NP_389692.2	parC	1	2
3468	EO946_RS09440	WP_032727207.1	NA	BSU_17810	NP_389664.1	yndK	1	1
3469	EO946_RS09105	WP_032727210.1	NA	BSU_17140	NP_389594.2	pksF	1	5
3470	EO946_RS07480	WP_032727214.1	NA	BSU_13940	NP_389277.2	ykwB	1	2
3471	EO946_RS07425	WP_032727215.1	NA	BSU_13840	NP_389267.1	stoA	1	3
3472	EO946_RS05725	WP_032727222.1	NA	BSU_10600	NP_388941.1	yhjQ	1	1
3473	EO946_RS05660	WP_032727224.1	NA	BSU_10480	NP_388929.1	yhjE	1	2
3474	EO946_RS05360	WP_032727225.1	NA	BSU_09910	NP_388872.1	yhaO	1	1
3475	EO946_RS05120	WP_032727226.1	NA	BSU_09450	NP_388826.1	yhdF	1	24
3476	EO946_RS04980	WP_032727227.1	NA	BSU_09180	NP_388799.1	yhcQ	1	1
3477	EO946_RS04955	WP_032727228.1	NA	BSU_09120	NP_388793.1	dgcK	1	1
3478	EO946_RS04190	WP_032727231.1	NA	BSU_07750	NP_388656.1	yflA	1	4
3479	EO946_RS03980	WP_032727232.1	NA	BSU_07280	NP_388609.2	spmG	1	4
3480	EO946_RS03575	WP_032727235.1	NA	BSU_06490	NP_388531.2	purF	1	1
3481	EO946_RS03545	WP_032727237.1	purK	BSU_06430	NP_388525.2	purK	1	2
3482	EO946_RS03330	WP_032727238.1	NA	BSU_05950	NP_388476.2	ydiF	1	21
3483	EO946_RS02495	WP_032727243.1	NA	BSU_04360	NP_388317.1	mntH	1	1
3484	EO946_RS02490	WP_032727244.1	NA	BSU_04359	YP_003097680.1	ydzK	1	1
3485	EO946_RS02385	WP_032727245.1	NA	BSU_04140	NP_388295.1	pbpC	1	3
3486	EO946_RS02275	WP_032727246.1	NA	BSU_03940	NP_388276.1	cutI	1	1
3487	EO946_RS01805	WP_032727249.1	NA	BSU_03050	NP_388187.2	lctE	1	2
3488	EO946_RS01255	WP_032727253.1	NA	BSU_32520	NP_391132.1	pucG	0	1
3489	EO946_RS01070	WP_032727254.1	NA	BSU_01670	NP_388048.2	amiE	1	1
3490	EO946_RS00240	WP_032727259.1	rsmI	BSU_00360	NP_387917.1	rsmI	1	1
3491	EO946_RS20740	WP_032727260.1	NA	BSU_40940	NP_391974.1	yyaD	1	2
3492	EO946_RS20675	WP_032727261.1	NA	BSU_40820	NP_391962.1	yyaL	1	1
3493	EO946_RS20430	WP_032727264.1	NA	BSU_40280	NP_391908.1	yycO	1	1
3494	EO946_RS20210	WP_032727266.1	NA	BSU_39790	NP_391858.1	yxcE	1	1
3495	EO946_RS19280	WP_032727269.1	NA	BSU_38210	NP_391700.1	ywcD	1	1
3496	EO946_RS19230	WP_032727272.1	NA	BSU_38120	NP_391691.1	rodA	1	3
3497	EO946_RS19015	WP_032727276.1	NA	BSU_37700	NP_391650.1	bacE	1	1
3498	EO946_RS18955	WP_032727277.1	NA	BSU_37569	YP_009514011.1	NA	1	1
3499	EO946_RS18835	WP_032727278.1	narK	BSU_37320	NP_391613.2	narK	1	4
3500	EO946_RS18825	WP_032727279.1	NA	BSU_37300	NP_391611.1	ywiC	1	1
3501	EO946_RS18525	WP_032727281.1	NA	BSU_36730	NP_391554.1	ywmD	1	2
3502	EO946_RS18375	WP_032727283.1	NA	BSU_36490	NP_391530.2	ywoC	1	3
3503	EO946_RS17145	WP_032727284.1	NA	BSU_34070	NP_391287.2	yvfT	1	2
3504	EO946_RS15265	WP_032727292.1	NA	BSU_30880	NP_390966.1	ytcC	1	2
3505	EO946_RS15200	WP_032727293.1	NA	BSU_30750	NP_390953.1	mntC	1	1
3506	EO946_RS14800	WP_032727295.1	cysK	BSU_29970	NP_390875.1	ytkP	1	4
3507	EO946_RS13790	WP_032727298.1	NA	BSU_27950	NP_390673.2	rppA	1	1
3508	EO946_RS13170	WP_032727303.1	NA	BSU_17890	NP_389672.1	tktA	0	2
3509	EO946_RS13020	WP_032727305.1	NA	BSU_25740	NP_390451.2	yqeB	1	1
3510	EO946_RS12700	WP_032727307.1	NA	BSU_25130	NP_390392.1	nfo	1	1
3511	EO946_RS12465	WP_032727308.1	NA	BSU_24680	NP_390348.1	comGF	1	1
3512	EO946_RS11940	WP_032727315.1	NA	BSU_23680	NP_390249.1	yqjZ	1	1
3513	EO946_RS11205	WP_032727318.1	NA	BSU_22300	NP_390111.1	yppC	1	1
3514	EO946_RS10815	WP_032727320.1	NA	BSU_19740	NP_389855.1	yodT	1	8
3515	EO946_RS09395	WP_032727327.1	NA	BSU_17720	NP_389655.1	yndA	1	1
3516	EO946_RS08180	WP_032727329.1	spoIIGA	BSU_15310	NP_389414.1	spoIIGA	1	1
3517	EO946_RS07305	WP_032727332.1	mtnW	BSU_13590	NP_389242.2	mtnW	1	1
3518	EO946_RS07180	WP_032727336.1	NA	BSU_13360	NP_389219.2	ykoP	1	1
3519	EO946_RS06600	WP_032727337.1	uxaC	BSU_12300	NP_389112.1	uxaC	1	1
3520	EO946_RS06370	WP_032727339.1	metI	BSU_11870	NP_389069.1	metI	1	3
3521	EO946_RS05310	WP_032727345.1	NA	BSU_09810	NP_388862.1	yhaZ	1	1
3522	EO946_RS05185	WP_032727347.1	NA	BSU_09560	NP_388837.1	cueR	1	1
3523	EO946_RS04820	WP_032727348.1	NA	BSU_08870	NP_388767.1	ygaN	1	1
3524	EO946_RS04800	WP_032727349.1	NA	BSU_08830	NP_388763.3	ssuB	1	59
3525	EO946_RS04785	WP_032727350.1	thiC	BSU_08790	NP_388759.2	thiC	1	1
3526	EO946_RS04580	WP_032727352.1	NA	BSU_08580	NP_388738.1	spdL	1	1
3527	EO946_RS04440	WP_032727354.1	NA	BSU_08290	NP_388710.1	linJ	1	1
3528	EO946_RS04315	WP_032727355.1	NA	BSU_08010	NP_388682.1	yfjP	1	2
3529	EO946_RS03895	WP_032727356.1	NA	BSU_07100	NP_388591.1	lplA	1	2
3530	EO946_RS03425	WP_032727358.1	NA	BSU_06220	NP_388503.1	ydjJ	1	1
3531	EO946_RS02895	WP_032727362.1	NA	BSU_05330	NP_388414.1	aseR	1	3
3532	EO946_RS02810	WP_032727364.1	NA	BSU_05130	NP_388394.1	cdnL	1	1
3533	EO946_RS01460	WP_032727371.1	NA	BSU_02390	NP_388121.1	ilvE	1	3
3534	EO946_RS00065	WP_032727373.1	NA	BSU_00080	NP_387889.1	yaaC	1	1
3535	EO946_RS20490	WP_032727374.1	NA	BSU_40390	NP_391919.1	walH	1	1
3536	EO946_RS19905	WP_032727375.1	NA	BSU_39240	NP_391803.1	yxxF	1	1
3537	EO946_RS19875	WP_032727376.1	NA	BSU_39190	NP_391798.1	yxiG	1	1
3538	EO946_RS19850	WP_032727377.1	NA	BSU_39170	NP_391796.1	yxzG	1	1
3539	EO946_RS18645	WP_032727380.1	NA	BSU_36960	NP_391577.1	ywlB	1	1
3540	EO946_RS18560	WP_032727381.1	NA	BSU_36790	NP_391560.1	ywmA	1	1
3541	EO946_RS18360	WP_032727382.1	NA	BSU_36460	NP_391527.1	ywoF	1	1
3542	EO946_RS18310	WP_032727384.1	mscL	BSU_36360	NP_391517.1	mscL	1	1
3543	EO946_RS18015	WP_032727385.1	NA	BSU_35820	NP_391463.1	gerBC	1	5
